protocol_id,elem_id,segmentation,comments,text
prot-199293--26,i-145YtKeSz3CFBAVQe3dff,u,länk saknas,Herr talman! Det är mycket fråga om tro och misstro. Tror vi på ett enat Europa? Tror vi på att det ligger ett värde i att människor och nationer samarbetar? Tror vi på att den inre marknaden ger oss ett ökat handelsutbyte och en ökad tillväxt? I så fall skall vi inte börja processen med att säga nej till avtalet.
prot-199394--45,i-1123ghQSrGgPAZNWLiCEuM,note,länk saknas,av talmannen från sammanträdets början t.o.m. 7
prot-199394--40,i-18FbbNjHNvEVfoWLFMKb7,u,länk saknas,När propositionen har fallit finns vår reservation kvar. Den går i linje med vad arbetsgruppen föreslagit. Genom att rösta på vår reservation har regeringspartierna möjlighet att ansluta sig till det som arbetsgruppen kom fram till. Vill ni ha konkurrens tycker jag att ni noga skall överväga om ni inte skall rösta på den.
prot-199394--8,i-1B1FowJTTby9KcTsNvuv8,intro,länk saknas,Anf. 26 HADAR CARS (fp):
prot-199495--42,i-13VhapnKPnPiXTe5vRXfV,u,länk saknas,Andersson som representant för ja-sidan säger att de gamla argumenten måste avslutas. Jag förstår det - ni vill glömma de argument som ni hade före folkomröstningen
prot-199495--42,i-17UepKV7KkKBhzbXQgXyL,u,,skrifterna Ja till Europa 1961 och Många liberaler
prot-199495--27,i-1CK8vpCzrZ84LKsXBshrZ,u,,Herr talman! Vi har just nu förfrågningar ute om vilka representanter som skall tillsättas från partierna i utredningen. Jag hoppas att utredningen arbetar på ett sådant sätt att hela denna fråga kommer ut till diskussion och så att upplysningen blir tydlig och mycket omfattande. Jag tror att det trots allt är det allra viktigaste för de unga pojkar som riskerar sin framtida hälsa genom att använda dessa preparat av fullständigt orimliga skäl.
prot-199596--17,i-12stk69BvzEtYcTf7tpW1,note,,1995/96:86 av Ewa Larsson (mp) till kulturministern om remisstiden för kulturutredningen
prot-199596--41,i-13WRyhwqPFZ596KcSZG33,u,,Herr talman! Som jag har påpekat många gånger i denna kammare när vi haft arbetsmarknadspolitiska debatter är det inte inom arbetsmarknadspolitikens ram som nya arbetstillfällen kan skapas. Det är inom andra politikområden. Därför är det glädjande att vi nu har ett betänkande om tillväxt att behandla. För det är just genom tillväxt som förutsättningar skapas för en bättre arbetsmarknad.
prot-199596--23,i-14vQYVWUjwQETVV7bDVcw,intro,,Anf. 20 STIG SANDSTRÖM (v) replik
prot-199697--32,i-13scbegd1SvWDdeiZV7Gy,u,,Men vi riskerar inte bara att tappa kunskap utan också människor som kan ge nya möjligheter för
prot-199697--38,i-149sHDPA5U2tNCZ1ZU9pA,u,,"Den viktigaste förutsättningen för att riksdagen skall kunna utöva ett aktivt och tidigt inflytande är att få en tidig och bra information från regeringen. Här anser utskottet, och flera har sagt det före mig, att det finns möjligheter för regeringen att förbättra kvaliteten på informationen, att strukturera den bättre och att göra den mer problemorienterad samt att den också skall innehålla regeringens ståndpunkt i den aktuella frågan. Fakta-PM har nämnts. De skall tillställas riksdagen i viktiga frågor. Det är också en skyldighet som utskottet lägger på regeringen."
prot-199697--5,i-14BkryGEiDifd4sHuL3yr,note,,Tanja Linderborg (v)
prot-199798--38,i-12qi2dmcNRtXDbUQdfvxi,u,,"Behovet av ett informationsorgan är helt uppenbart, och vi betvivlade att integrationsmyndigheten skulle kunna ta över tidningens sätt att ge denna information."
prot-199798--30,i-17Fnyfk9TG8qzT2fCYDCY,u,,"Gösta Svenson, berodde på det enda som ni har erkänt var ett misstag 1991-1994, nämligen att ni var tvungna att släppa kronan. Det var orsaken till den enda ljuspunkt som då fanns."
prot-199798--30,i-18yUvsSojV12qXBrhweNa,u,,Vi försöker också att fundera litet öppet på vad vi skulle behöva därutöver. Vi tror att man behöver fundera på att hitta en ny ingrediens i socialförsäkringssystemen. Det behövs mer privat sparande och mer av ett försäkringsinslag. Det behövs mer av individ även i dessa stora kollektiva försäkringssystem.
prot-199899--33,i-112QxugK71Hr7wpiy1s3UE,u,,"På denna punkt finns det all anledning att vara kritisk till den biståndsram som regeringen och de två stödpartierna, Miljöpartiet och Vänsterpartiet, är överens om. Med tanke på hur dessa två partier agerat under förra mandatperioden är jag förundrad över hur platt man nu lagt sig för regeringen när det gäller biståndsramen."
prot-199899--32,i-17vkJsioGciTd9zszLJBb,note,"länk saknas, hittar bara html",Partivis fördelning av rösterna:
prot-199899--27,i-18sxTmkUpbC2esCk5rKhp,u,,Nivåerna i a-kassa och sjukförsäkring är återställda. Kommunerna får 1999 16 miljarder kronor mer än
prot-19992000--40,i-136KnqzB9ohgvvPCpGxi9,intro,,Anf. 94 MARIANNE ANDERSSON (c) replik:
prot-19992000--39,i-14LWLCH7Sg8n9syHMGRGb,u,,Herr talman! Det var mycket intressant att höra
prot-19992000--24,i-188EFPbqvChpZwPsHf5vB,u,,"Nu finns det två förslag att välja mellan, och uppenbarligen klarar inte Vänsterpartiet att välja mellan reservationen från Socialdemokraterna och Miljöpartiet och majoritetsförslaget från de borgerliga. I stället vill man återremittera ärendet. Med tanke på att det finns ideologiska skiljaktigheter mellan partierna är jag väldigt nyfiken på vilken sida som Vänsterpartiet efter ett återremitterande hamnar på i utskottet i den diskussion som där ska föras. Kan en återremiss lösa problemet med en förändrad majoritet i kammaren då"
prot-200001--41,i-116wywPRn8SwFgGSxc949,u,,Framför allt är det viktigt att vi kan behålla en svensk sjöfart och en svensk färjenäring. Den är viktig för en omställning av trafiken. Om vi ska klara att lyfta bort mer gods från vägarna måste även sjöfarten kunna vara med och ta hand om det godset.
prot-200001--8,i-11DvQ6d1yeK1vHGRJqmyF,u,,"Låt dem skapa möten mellan ämnesområden. Det har varit alldeles för lite av detta. Att man i Uppsala nu skapar en humanistingenjörsutbildning är väldigt positivt. Det är ett träd till i den skogen, men det behövs sannerligen - kreativitet och nya möten."
prot-200001--9,i-13PUYJkgsun5aG5zutTMB,u,,"Maria Larsson liksom jag, vilket kanske inte Patrik"
prot-200102--37,i-117GzoEY2vZvqahWrXybh,u,,"58 kinesiska män påträffades döda i en container uppmanade Europeiska rådet EU:s kommande ordförandeland Frankrike att vidta åtgärder för att förhindra att en sådan händelse upprepades. Dödsfallen hade ägt rum i samband med ett olagligt försök att ta sig in i England. Frankrike presenterade två förslag till rättsakter, ett direktiv och ett rambeslut, där syftet var att förstärka kampen mot olaglig invandring och människosmuggling."
prot-200102--40,i-17H4Ywik3RWo2tA2TGF2L,note,,Stockholm den 30 november 2001
prot-200102--45,i-1869viKiS179WgDk1rLu6,u,,"Jag har exempel från min egen kommun, där man har sålt av väldigt stora arealer till enstaka personer."
prot-200203--38,i-1121RBDdPaz7k8RjBJqnEV,u,,Jag har noterat att de borgerliga partierna i riksdagens finansutskott har en gemensam reservation om en parlamentarisk arbetsgrupp som ska titta på förutsättningarna för att komma fram till gemensamma socialförsäkringssystem. Jag kan förstå att inte minst
prot-200203--13,i-13F1wEY9sLYVrTkvSMrbH,u,,"Fru talman! Jag tror att de är mycket väl medvetna om detta, och det kanske Marietta de Pourbaix-"
prot-200203--39,i-13ioUFomBpkaoUxF4GZ9f,u,,"Men det är inte bara höjda priser och en ökad sårbarhet som blir följden av detta felaktiga beslut. Miljön påverkas också, eftersom det under överskådlig tid är endast kol- och oljeeldade kraftverk som kan ersätta det effektbortfall som en avveckling av kärnkraften medför. Visserligen exporterar vi stora delar av våra utsläpp till i första hand Danmark, men anser näringsministern att det är förenligt med Sveriges åtagande enligt Kyotoprotokollet att föra en energipolitik som ökar koldioxidutsläppen i världen?"
prot-200304--51,i-11zEswiHVbfdmevqLNoRs,u,,"Det finns tydliga försök som har gjorts när det gäller reparation av fönster och som till exempel har medfört att ett kopplat tvåglasfönster från 1930 har gått från 2,6 i U-värde till 1,77. Ni i skatteutskottet vet ju väl vad de här värdena är för någonting. Det finns 1880-talsfönster som har gått från 2,44 till 1,6 i U-värde. Det här är exempel från undersökningar som finns publicerade i en rapport från Lunds universitet och Sveriges Provnings- och Forskningsinstitut. Det är mot den bakgrunden som jag i min motion föreslog värdet 1,8 för bidrag."
prot-200304--16,i-1BiYQzzU493pihQEsgZXt,u,,Herr talman! Tack för svaret. Då är vi helt överens om detta. Investeringar i människor är av oerhörd vikt.
prot-200304--45,i-1DcGYUYQcjWSLqzJ9XQtu,u,,I dag är läget på arbetsmarknaden annorlunda. I takt med att samhället förändras måste också samhällets insatser för vuxna som vill läsa förändras. Vi måste utgå från vars och ens behov. Allas behov är olika. Hur ska man lära sig? Vad ska man lära sig? I vilken takt ska man lära sig? I Växjö till exempel läser verksamma barnskötare på distans till förskollärare. Det är ett mycket gott initiativ.
prot-200405--46,i-11LCJKHjQToJxfJVn396g,intro,,Anf. 120 KALLE LARSSON (v):
prot-200405--46,i-17rL4ccWiK8kYESq6KstU,u,,"Fru talman! Jag brukar avsluta mina anföranden med en uppmaning om en ny regering. Det kanske finns en större samsyn mellan de politiska blocken inom äldrepolitiken än inom många andra områden. Men när det gäller de gamla med låga pensioner, som i dag drabbas av högre avgifter, en mer ransonerad hemtjänst och allt mindre möjligheter att få komma in på äldreboenden, är det nog ändå så att en borgerlig regering skulle kunna lösa en del problem."
prot-200405--22,i-18e2jS1w2tdHXmoho2QhM,u,,"Fru talman! Ja, det kan man."
prot-200506--13,i-15zQ3JmjyeeVsUcFXUY3R,u,,"Det ligger i linje med vår uppfattning att det inte är selektiva företagsstöd som skapar regional tillväxt utan ett bra företagsklimat, en god infrastruktur i form av vägar, kommunikationer i övrigt, utbildning och forskning samt tillgång till kapital."
prot-200506--10,i-16VUssZN9oCJq5yKh1HTa,note,,Till riksdagen hade inkommit följande skrivelser:
prot-200506--52,i-17E1RdCDAqCX57Xf1A87V,intro,,Anf. 43 HILLEVI ENGSTRÖM (m) replik:
prot-200607--37,i-112Kb9k2QsNUapSfP2aGev,u,,"Det första är att man här, eftersom det är ett budgetbetänkande, måste vara överens med regeringspartiet. Så är inte fallet. Det ska man vara så länge det rör anslagsframställningar. Man måste vara överens om siffrorna. Däremot finns det inget krav på att Kristdemokraterna ansluter sig till den moderata politiken i övrigt."
prot-200607--18,i-17KjHHhtftem1ecqVyD4D,u,,"Du talade om tonåringar som känner tomhet. Jag tror att just förkortad arbetstid skulle kunna vara bra med tanke på den farhåga som du uttryckte. Då skulle både kvinnor och män kunna få mer tid att vara tillsammans med sina barn. Det borde väl vara en reform som tilltalar dig i stor utsträckning. Samtidigt skulle det också ge flera arbete, och flera skulle kunna arbeta i förskolan."
prot-200607--44,i-18MfUAZavq5kmFz38hHFr,u,,"Så fungerar det ju inte i verkligheten. Arbete är ju inte vilken vara som helst där efterfrågan på ett enkelt sätt styrs av priset. Vore det så enkelt skulle ju det land som har de lägsta lönerna också ha den lägsta arbetslösheten, men så ligger det faktiskt inte till."
prot-200708--15,i-112BAKSaGiiiLrJ4MFA1mY,u,,"När man hör Thomas Östros och den samlade oppositionen framställa detta får man lite intrycket av att Mats Odell har anlitat familjen Sopranos för att bakom lyckta dörrar kränga statliga bolag. Riktigt så är det inte, utan man har upphandlat tjänster tidigare av det företag som Thomas Östros så sent som för ett år sedan förnyade avtalet med."
prot-200708--12,i-12mFe9kiU8FxGgZVU4Fmc,u,,"Herr talman! Jag tror att all arbetslivserfarenhet är nyttig. Jag har själv fått göra arbetslivserfarenheter inom områden som är långt ifrån min utbildning en gång i tiden, och jag är innerligt tacksam och glad över den erfarenheten."
prot-200708--5,i-16ZbFVZrf2noibeSF1i81,note,klockslag i protokollets titel/rubrik,Kl. 13:30 - 13:33
prot-200809--53,i-11VCsqJE5MS4aiJnEuqim,note,,Övriga punkter
prot-200809--12,i-1123FCDKtuytzbjsL2dgPp,u,,"Nu har mer än halva mandatperioden gått, så jag tycker att det är dags att ta nya tag och att flytta fram positionerna. Jag vill därför fråga ministern: Vilka krav tänker Maud Olofsson ställa på Vattenfall i den här nödvändiga omställningen?"
prot-200809--13,i-19reWGnQDi7hAW4wQQty7,u,,"Valet 2010 riskerar i och för sig att bara bli ytterligare en i raden av skenmanövrar som juntan gör för att legitimera sitt maktinnehav. Men alldeles oavsett detta är det oerhört viktigt att stödja oppositionen. Partier som Aung San Suu Kyis NLD, Aung Moe Zaws DPNS och många andra sådana rörelser har fått en försvinnande liten del av det bistånd som går till Burma."
prot-200910--43,i-147j36qwN9r5KU4WbSyEj,u,,"Vi socialdemokrater har lagt fram ett förslag om att halvera den skatteklyfta som ni har beslutat om i den här kammaren. Ni säger: Jo, men nu sänker vi ju skatten med 3 Â½ miljard ytterligare för pensionärskollektivet. Ja, men samtidigt sänker ni skatten med ytterligare 10 miljarder för löntagarkollektivet, det vill säga att ni ökar klyftan ännu mer trots att ni tycker att pensionärerna visst ska ha det bra. Jag får inte er argumentation att gå ihop."
prot-200910--51,i-164GiGh8d3Bm7ciVhAn8W,u,,"Nu har vi särskilda aktionsgrupper vid åtta polismyndigheter och Rikskriminalpolisen. Vi har 200 särskilt engagerade poliser som kan förstärka arbetet mot organiserad brottslighet där det behövs. Hade Thomas Bodström fått bestämma hade de suttit på Kungsholmen, och ursprungsförslaget var att man skulle ta resurser från Västra Götaland och annat. Oerhört dumt, tycker jag, men man kan ha olika uppfattning."
prot-200910--51,i-19HzZ4wJfwrV63kWH7TfX,u,,"Fru talman! Det är viktigt att se varje individ, säger Eva Flyborg, och att regeringens politik är inriktad på de långtidsarbetslösa. Hon säger vidare att garantierna vid en preliminär utvärdering är positiva."
prot-201011--35,i-16saoUtXqZBDxZ4mN9Xow,u,,Regeringen har infört och inför fler nationella prov. Kontinuerlig uppföljning och utvärdering är nödvändigt för att vi ska veta om den enskilda eleven behöver mer stöd. Det finns inget mer elakt än att låta studiesvaga elever gå osedda genom skolan. De nationella proven ger också lärarna fler redskap i undervisningen och skapar förutsättningar för nationell likvärdighet och rättvis betygssättning.
prot-201011--34,i-1ENPfxa4nTuD4T3CkYugz,u,,"Vi hade tur vid dådet i Stockholm. Det var tur att inte fler människor dödades. Detta har andra varit inne på här. Det var bara på grund av inkompetens så kan man kalla det som en massa människor inte dog. Jag befarar tyvärr att detta inte är sista gången vi ser något liknande hända i Sverige eller att någon kommer att försöka sig på något liknande. Jag vet att den ideologi som står bakom islam ger upphov till den här sortens beteende. Vi i Sverige och vi i västvärlden lever i det de kallar för Dar-al-Harb, krigets hus, inom islam. Därmed är vi enligt en inte alltför liten andel förtjänta av den behandling som man försökte utsätta Stockholmsborna för i lördags."
prot-201011--37,i-1NgEriKu6JtGt3C2eQ4qZ,u,,"I artikeln kommer man till någon sorts Orwellskt nyspråks höjdpunkt när man beskriver sin egen politik: För att ytterligare förbättra trygghetssystemen har Alliansen under våren tillsatt en parlamentarisk utredning som ska se över hur arbetslöshets- och socialförsäkringarna långsiktigt kan bli mer sammanhållna, balanserade och bidra till en högre sysselsättning. Man har ju krossat hela socialförsäkringssystemet inklusive arbetslöshetsförsäkringen, och man har inte lyckats nå någon högre sysselsättning. Gud bevare oss för en sådan fortsatt politik!"
prot-201112--34,i-11viwa1vNRw32Xxgu9G3w,u,,Fru talman! Fakta är följande: Från 2012 försvinner den statliga medfinansieringen till hästforskningen trots att näringen i flera år uppmärksammat regeringen på det förestående hotet. De stora förbunden inom hästnäringen är helt eniga om att forskningen är en av näringens viktigaste tillväxtfaktorer och känner sig givetvis oroade.
prot-201112--48,i-112Z5Aa1VfQ6nuyCqGAYXX,u,,Herr talman! Först vill jag yrka bifall till reservation 6.
prot-201112--22,i-1546bL4y7WHG2PTcityFu,u,,Svenska folket har redan sagt sitt i frågan: Inte ur min plånbok! Respektera detta!
prot-201213--37,i-13ghAgwAFMCjsRePAoqVz,u,,"Nu finns det förvisso en del lättnader för företag i glesbygden även i Sverige, och det tas successivt små steg i rätt riktning, vilket är bra men inte tillräckligt. Det är otillräckligt för att upprätthålla de svenska glesbygdsföretagens konkurrenskraft. Svensk lagstiftning har inte gått tillräckligt långt för att underlätta för den svenska glesbygden. Där finns ett tydligt problem, särskilt för svenska företag som är verksamma i närheten av den norska gränsen."
prot-201213--39,i-15zQtGwiR8vq4uLgokADx,u,,"Sverige är ett land där vi är otroligt privilegierade. Vi har fått förmånen att växa upp i ett land där vi har välstånd, där vi har trygghet och där vi inte har haft krig i mannaminne. Alla människor har inte haft den förmånen. Vi är inte bara medmänniskor till de människor som liksom vi har haft förmånen att födas här, utan vi är också medmänniskor till de människor som har fötts och vuxit upp under andra förhållanden."
prot-201213--47,i-17TpRFQp45zHTGjYrcsME,u,,Det var en svada mot valfrihet och en svada mot olika aktörer som utför välfärdstjänster. Det är inte särskilt förvånande att det kommer från Vänsterpartiet. Ni är ju väldigt tydliga på den punkten. Men det finns några saker man skulle kunna kommentera.
prot-201314--23,i-112G9kQCVjRQBA2p3Wmbm2,u,,Fru talman! Jag följde på 90-talet tillkomsten av ramverket. Den återspeglar två saker. Den ena är det faktum att Sverige under lång tid har vant sig vid att ha en minoritetsregering och rimligen får ställa in sig på att så kommer det också att vara i framtiden.
prot-201314--39,i-13E5ewVVW1sorw6c3YNiS,u,,"Om jag inte hade så stor respekt för mina kolleger skulle jag kanske hemfalla till Carl B Hamiltons språkbruk och kalla detta för vämjeligt, men det ska jag inte göra. Jag tycker inte att vi ska behandla varandra på det sättet här i riksdagen."
prot-201314--38,i-13w78Nc83NNMRs3wuXm1b,u,svar på interpellation,När vi träffar polisen både i trafikutskottet och vid andra tillfällen tycker jag inte att de heller har någon riktig koll på vad detta handlar om â€“ att man har muskler för att agera.
prot-201415--28,i-12dbEAYUph3kHDJPZ5Mqn,u,,"Jag tycker att det hade varit ansvarsfullt av regeringen om man hade landat i en tydlig uppfattning om Förbifarten, ungefär som i diskussionen om Bromma. Ska projektet fullföljas eller inte? Det hade varit ansvarsfullt att tydligt säga: Ja, det behövs på grund av dess betydelse för jobb och tillväxt. Eller man hade kunnat landa i att säga: Nej, vi tycker inte att det här projektet ska fullföljas. Vi satsar på någonting annat. Då hade man kunnat anföra skälen till det. Då hade man inte landat i denna spagat- och mellanlösning som innebär en räkning på 4 miljoner kronor per dag till skattebetalarna."
prot-201415--41,i-13DFi82FsEoc6WkK1T673,u,,"Nej, Sverigedemokraterna saknar inte visioner på kulturområdet, snarare tvärtom. Du har själv sett vårt budgetförslag, Alice Bah Kuhnke. Du har lyssnat på debatten. Det är tydligt att vi har visioner och målsättningar som på många områden är högre än regeringens, så också på kulturområdet."
prot-201415--22,i-13GAEpXi9B4mMFoKqEmuT,u,svar på interpellation,"Det som ändå får betecknas som glädjande är att svaret på interpellationen säger något annat. Jag kan få ett intryck av att någon har tagit statsrådet i örat och sagt: Hallå där, regeringen har bara en politik."
prot-201516--47,i-11sTFSmhVB2CUw9JnT82,note,,den 15 december
prot-201516--43,i-13cjkhGfFn3FpqZ9xC9Kz,u,,Jag har en fråga till statsrådet som högsta ansvarig för Näringsdepartementet: Ã„r det rimligt att vi lagstiftare inte får ta del av de handlingar som är offentliga handlingar i god tid och som faktiskt finns när det är så bråttom?
prot-201516--47,i-13wcwDoEibCZ4MdMLBbhs,u,,"Hur framtiden ser ut har vi möjligtvis en aning om men ingen exakt karta över . Det vi vet om är de resurser vi har att tillgå, till exempel studenter som har en iver att lära sig och ta reda på nya saker. Vi har bra lärosäten som på något område har sin spets. Vi har nyanlända som bär med sig kunskaper till vårt land som i en del fall kan passa in i det vi har brist på."
prot-201617--23,i-112CJTQGG67fjza77oRFSR,u,,"Från regeringens sida verkar man inte heller se den ekonomiska plussidan. Det handlar om föräldrar som kan förvärvsarbeta, betala skatt och konsumera. Det handlar om personliga assistenter som också betalar skatt och konsumerar. Det handlar om personer med funktionsnedsättning som kan ta sig till jobbet, studera med mera. Förutom vinsten i form av livskvalitet och möjlighet att leva ett liv som alla andra är den ekonomiska vinsten för samhället väldigt stor."
prot-201617--44,i-13Ab1AMpa9CYmeDLtGjjj,note,Innehållsförteckning,Anf. 138 HELENA LINDAHL (C) replik
prot-201617--13,i-13VffKfWa7afjhUHCS1cw,u,,Herr talman! Stockholm och Halland har de kortaste vårdköerna för patienterna. Det kanske är ännu viktigare än hur landstingsråden mår.
prot-201718--45,i-12rnArGsdxPscAkWiKnp3,note,Innehållsförteckning,Anf. 72 CARINA OHLSSON (S)
prot-201718--54,i-13cy2jpuebMhWjSBJ9MLw,u,,"Karin Svensson Smith har ställt ett antal frågor som bland annat berör tunga gasfordon. Detta är frågor som i huvudsak sorterar under andra statsråd, men jag ska ge ett översiktligt svar."
prot-201718--11,i-16d8X3ub5gP3xhqBTzULP,note,,För res.: 19 V
prot-201819--5,i-16pKnQ7kkDWcN2oaBndU6,note,,Ebba Hermansson (SD)
prot-201819--13,i-1A1qbJmg37bFNGrnJR3Xs,u,,"Den föreslagna boendeformen ska vara en boendeform för de äldre som inte behöver så pass mycket stöd att det blir heldygnsvård. Det är en boendeform som bland annat syftar till att bryta oönskad isolering i det egna hemmet. Ett annat syfte är att äldre ska kunna flytta till ett biståndsbedömt trygghetsboende vid upplevd otrygghet i det egna hemmet. Det är mycket viktiga aspekter när det gäller många av de äldres behov och välbefinnande. Det är frågor som vi har drivit länge och försökt nå ut med, bland annat i den något smutsiga valrörelse som precis har ägt rum."
prot-201819--32,i-1CUvgfHDwxcVoxwbA3Dqm,u,,Vad gäller de statliga museerna är det så att när vi i socialdemokratin genomför reformer gör vi dem generella. Vi tror inte på någon form av allmosepolitik där man ska få fritidspeng för att över huvud taget kunna få en fritid när man inte kan bekosta en sådan på grund av ens ekonomiska förutsättningar.
prot-201920--24,i-11oYK8dVLpC8hS9nZU8pq,note,Innehållsförteckning,Anf. 19 CHRISTER NYLANDER (L) replik
prot-201920--43,i-17qC6qsLypbsQZ6ioRS5E,note,,2019/20:UFöU3 Svenskt deltagande i Förenta nationernas stabiliseringsinsats i Mali
prot-201920--28,i-1CaU6zuihueq2fbYx2v8R,note,Innehållsförteckning,Anf. 62 ARMAN TEIMOURI (L)
prot-202021--38,i-16M8VKKfDdTeYtNGxfEE3,title,rubrik på interpellation,Interpellation 2020/21: 119
prot-202021--45,i-19QymxwuiqttXiAMGgceB,u,,"Herr talman! Tack, Josefin Malmqvist, för ett engagerande inlägg i den här debatten! Jag kan dock konstatera att det var väldigt få politiska förslag på vårt utgiftsområde som presenterades. Men Josefin Malmqvist ska nu få möjlighet att utveckla det hela lite."
prot-202021--30,i-1A8CwgDHg2G2uZW8Yg35b,title,,Ersättning till personer i riskgrupper
prot-202122--13,i-17yFF8d2BuThXeSDNr22w,u,,"Jag skulle vilja ställa en motfråga till Aron Emilsson. Aron Emilsson pratar väldigt mycket om Miljöpartiets kulturpolitik, men hur ser det ut med Sverigedemokraternas? Sverigedemokraterna är det parti som allra tydligast vill använda kulturen för sina egna politiska syften. Ã„mnar Aron Emilsson ändra på detta?"
prot-202122--41,i-18vuysRHoH3oTQBAYWA2N,u,,"Det kan jag tycka är synd, inte minst när vi pratar om ett så viktigt område som internationellt bistånd. Jag vet att ledamoten har ett starkt engagemang i detta, och jag hade hoppats att ledamoten skulle ha använt detta engagemang, inte minst i sitt eget parti , till att stå upp för att Sverige också i framtiden ska ha ett högt och ambitiöst bistånd på enprocentsnivån. I stället försöker ledamoten slingra sig runt det faktum att man vill göra miljardnedskärningar på biståndet utan att egentligen berätta varför man måste skära ned på biståndet."
prot-202122--41,i-1FeFPWS6R6oEYyWNuADz8,u,,"Sverige kan bättre. Vi har ett läge som är allvarligt, och landet behöver mer av samarbete, inte mindre. Det är min övertygelse som ordförande för justitieutskottet och som första talare i debatten om utgiftsområde 4."
