protocol_id,elem_id,speaker_name,speaker_i_ort,speaker_party,speaker_born,speaker_wiki_id,comments,text,link,Resposibility
prot-1900--fk--28,i-YW2tXuSoXVFURdKGQdk5vJ,Edvard Fränckel,Stockholm,"prot, fh",1836-12-17,Q5746220,,Herr Fränckel:,https://betalab.kb.se/prot-1900--fk--28/prot_1900__fk__28-037.jp2/_view,Mattias
prot-1900--fk--33,i-YYmN6Z6KNieHUkHDWPywYq,Philip Leman,Göteborg,"Första kammarens minoritetsparti	
",1837-08-31,Q5945805,,Herr Leman:,https://betalab.kb.se/prot-1900--fk--33/prot_1900__fk__33-023.jp2/_view,Mattias
prot-1900--fk--13,i-YcKV2SFYgsLtQpZZnwnu71,Adolf von Möller,Skottorp,Första kammarens protektionistiska parti,1855-01-31,Q6000837,,Herr von Möller:,https://betalab.kb.se/prot-1900--fk--13/prot_1900__fk__13-014.jp2/_view,Mattias
prot-1900--ak--40,i-YY9ceJef2DYKGrW9GFje2z,Elof Beisért,Lennartsfors,lib s,1862-09-30,Q5575709,OCR-tolkningsfel på namnet,Herr Biesört:,https://betalab.kb.se/prot-1900--ak--40/prot_1900__ak__40-014.jp2/_view,Mattias
prot-1900--ak--19,i-YYursKVZjGfqvgo4NvnB7G,Adolf Barnekow,Sörbytorp ,krist l,1838-10-21,Q5566027,,Friherre Barnekow:,https://betalab.kb.se/prot-1900--ak--19/prot_1900__ak__19-030.jp2/_view,Mattias
prot-1900--ak--31,i-YYzhSiP42iGXf1VjBAhVav,Jakob Byström,Stockholm,"folkp, lib s",1857-05-15,Q5591493,,Herr Byström:,https://betalab.kb.se/prot-1900--ak--31/prot_1900__ak__31-017.jp2/_view,Mattias
prot-1901--fk--24,i-YWhR56jd4JFV7Yh88RNDnS,Knut Tillberg,Nygård,prot,1860-03-04,Q6211046,,Herr Tillberg:,https://betalab.kb.se/prot-1901--fk--24/prot_1901__fk__24-011.jp2/_view,Mattias
prot-1901--fk--24,i-YWjg8PQdHXvisUHajTj5kA,Gustaf Bergendahl ,Ryholm,"lmp, nya lmp, prot",1845-08-02,Q5571534,,Herr Bergendahl:,https://betalab.kb.se/prot-1901--fk--24/prot_1901__fk__24-015.jp2/_view,Mattias
prot-1901--fk--26,i-YahdnD4pZWoyn9h8b4smnP,Carl Klingspor,Råbäck,"prot, fh",1847-11-18,Q5914152,,Friherre Klingspor:,https://betalab.kb.se/prot-1901--fk--26/prot_1901__fk__26-003.jp2/_view,Mattias
prot-1901--ak--30,i-YXB8FPKY6NGxC1RtZAeBfa,Gullbrand Elowson,Karlstad,"centern, frihandelsvänliga centern, vilde, lib s, högervilde ",1835-11-16,Q5710181,,Herr Elowson:,https://betalab.kb.se/prot-1901--ak--30/prot_1901__ak__30-054.jp2/_view,Mattias
prot-1901--ak--23,i-YaApfPYCHuxMTpmiEkdLfj,Elof Beisért,Lennartsfors,lib s,1862-09-30,Q5575709,OCR-tolkningsfel på namnet,Herr Biesört:,https://betalab.kb.se/prot-1901--ak--23/prot_1901__ak__23-008.jp2/_view,Mattias
prot-1901--ak--29,i-YaFqZZBebEHVX4EP6pdtGN,Gustaf Wallenberg,Stockholm,"vilde, lib s",1863-01-06,Q6230552,,Herr Wallenberg:,https://betalab.kb.se/prot-1901--ak--29/prot_1901__ak__29-046.jp2/_view,Mattias
prot-1902--fk--29,i-YXU6gsxpoXAnJxwsWJ7Cm8,Ivar Wijk,Domö,"prot, fh",1841-10-09,Q6240973,,Herr Wijk:,https://betalab.kb.se/prot-1902--fk--29/prot_1902__fk__29-023.jp2/_view,Mattias
prot-1902--fk--18,i-YY41wLr3C9mNd13Qin4SNV,Hjalmar Westring,,,1857-10-11,Q6238527,"Statsråd, har inte suttit i Riksdagen",Herr statsrådet Westring:,https://betalab.kb.se/prot-1902--fk--18/prot_1902__fk__18-041.jp2/_view,Mattias
prot-1902--fk--26,i-YZkzeZCBNtoNKvgE35xkFo,Hans Wachtmeister,Stockholm,"prot, fh, ",1851-04-22,Q6228037,Även statsråd och chef för finansdepartementet,Herr statsrådet grefve Wachtmeister:,https://betalab.kb.se/prot-1902--fk--26/prot_1902__fk__26-036.jp2/_view,Mattias
prot-1902--ak--24,i-YYJYzqJg397KPpAZHfPtLS,Carl Ericson,"Rånnum, senare Skövde","lmp, nya lmp, vilde",1840-09-28849-11-20,Q5714592,,Friherre Ericson:,https://betalab.kb.se/prot-1902--ak--24/prot_1902__ak__24-029.jp2/_view,Mattias
prot-1902--ak--50,i-YYKxGeRhhqHHrb56Dim2uk,Georg Kronlund,"Haparanda, senare Skara","vilde, lib s, nb l",1860-05-09,Q5924086,,Herr Kronlund:,https://betalab.kb.se/prot-1902--ak--50/prot_1902__ak__50-018.jp2/_view,Mattias
prot-1902--ak--14,i-YbzrCgzSQV7noYgvWt74Wm,Carl Johan Hammarström,Köping,"folkp, lib s",1842-04-30,Q5786964,,Herr Hammarström:,https://betalab.kb.se/prot-1902--ak--14/prot_1902__ak__14-027.jp2/_view,Mattias
prot-1903--fk--42,i-YVnqQ9y6oAW5iqWGXEzHu6,Gustaf Andersson,Sundsvall,minoritetspartiet första kammaren,1853-06-03,Q5554640,,"Herr Andersson, Axel Gustaf:",https://betalab.kb.se/prot-1903--fk--42/prot_1903__fk__42-014.jp2/_view,Mattias
prot-1903--fk--21,i-Ya4MBZqhDCEoCcyECmocUn,Johan Dieden,Malmö,"frihandels p, centern, nya centern, mod",1840-06-26,Q5621707,,Herr Dieden:,https://betalab.kb.se/prot-1903--fk--21/prot_1903__fk__21-061.jp2/_view,Mattias
prot-1903--fk--6,i-Yaa92RB3s9Vjqa7vfmKGR9,Albert Anderson,Stockholm,"minoritetsp, mod",1831-11-16,Q5553501,,"Herr Anderson, Albert:",https://betalab.kb.se/prot-1903--fk--6/prot_1903__fk__6-001.jp2/_view,Mattias
prot-1903--ak--27,i-YW1RbiTmeDwQjfx8Mg4Jrp,Samuel Söderberg,Hobborn,"lmp. nfr, lmb, ",1859-01-09,Q6201693,,Herr Söderberg:,https://betalab.kb.se/prot-1903--ak--27/prot_1903__ak__27-035.jp2/_view,Mattias
prot-1903--ak--57,i-YWprvKKfJR38xDAV3e9CP9,Georg Kronlund,"Haparanda, senare Skara","vilde, lib s, nb l",1860-05-09,Q5924086,,Herr Kronlund:,https://betalab.kb.se/prot-1903--ak--57/prot_1903__ak__57-038.jp2/_view,Mattias
prot-1903--ak--33,i-YXfzGKAzYHE62fhpVV4ZSK,Carl von Friesen,Stockholm,"minoritetsp, mod",1846-09-10,Q5744372,Även statsråd och chef för ecklesiastikdepartementet,"""Chefen för ecklesiastikdepartementet, herr statsrådet von Friesen:",https://betalab.kb.se/prot-1903--ak--33/prot_1903__ak__33-009.jp2/_view,Mattias
prot-1904--fk--6,i-YNkAvZBMCC8xWkfnmfczZS,Gustaf Boström,Östanå,"centern, nya centern, nya lmp, prot ",1842-02-11,Q52968,Även statminister,Hans excellens herr statsministern Boström:,https://betalab.kb.se/prot-1904--fk--6/prot_1904__fk__6-012.jp2/_view,Mattias
prot-1904--fk--56,i-YPSMA7xGqDuwz1mXSSzGwS,Gustaf Benedicks,Gysinge,prot,1848-04-18,Q5569846,,Herr Benedicks:,https://betalab.kb.se/prot-1904--fk--56/prot_1904__fk__56-052.jp2/_view,Mattias
prot-1904--fk--57,i-YXuuaxxYtFcWbZKATiNVBf,Fredrik von Essen,"Kavlås, senare Stockholm","skånska p, prot",1831-07-30,Q5499548,,Hans excellens friherre von Essen:,https://betalab.kb.se/prot-1904--fk--57/prot_1904__fk__57-009.jp2/_view,Mattias
prot-1904--ak--32,i-YUTGbLK8LrHxZQWcXvimBA,Theodor Carlheim-Gyllensköld,Vallen,"lmp, vilde",1835-02-26,Q5602664,,"Herr Carlheim-Gyllensköld, som yttrade:",https://betalab.kb.se/prot-1904--ak--32/prot_1904__ak__32-031.jp2/_view,Mattias
prot-1904--ak--23,i-YW2ziWcFnaDtoBajGj9EJV,Theodor Odelberg,Enskede,"prot, första kammarens nationalistiska parti",1847-12-21,Q6022267,,"Chefen för jordbruksdepartementet, herr statsrådet Odelberg:",https://betalab.kb.se/prot-1904--ak--23/prot_1904__ak__23-014.jp2/_view,Mattias
prot-1904--ak--30,i-YbZRMYoKPp97SjuUXC1APw,Magnus Höjer,Stockholm,"AK:s center, folkp, lib s",1840-03-01,Q5821117,,Herr Höjer:,https://betalab.kb.se/prot-1904--ak--30/prot_1904__ak__30-008.jp2/_view,Mattias
prot-1905--fk--41,i-YYL6YwwfCqmnazLPbxsbw3,Hjalmar Palmstierna,"Stockholm, Jönköping","nya lmp, prot",1836-03-31,Q6034123,Ej funnen i Svenskt porträttarkiv,Friherre Palmstierna:,https://betalab.kb.se/prot-1905--fk--41/prot_1905__fk__41-005.jp2/_view,Mattias
prot-1905--fk--37,i-YYaBMV7dv7otyeZSNKdTsi,Theodor af Ekenstam,"Visby, senare Hösterum","prot, fh, n, lmb",1858-08-17,Q5629799,,Herr af Ekenstam:,https://betalab.kb.se/prot-1905--fk--37/prot_1905__fk__37-032.jp2/_view,Mattias
prot-1905--fk--19,i-YcASq2sj1KGhK7cEgqT47F,Hugo Blomberg,Uppsala,prot,1850-02-09,Q5579475,,Herr Blomberg:,https://betalab.kb.se/prot-1905--fk--19/prot_1905__fk__19-043.jp2/_view,Mattias
prot-1905--ak--53,i-YZxyyVxcrmuWx1jxZMa1cf,Karl Karlsson,Göteborg,"folkp, lib s ",1856-04-05,Q5901677,,Herr K. G. Karlsson i Göteborg:,https://betalab.kb.se/prot-1905--ak--53/prot_1905__ak__53-090.jp2/_view,Mattias
prot-1905--ak--32,i-YaBE8bJghmNWJvsT3LxmGQ,Hugo Hammarskjöld,Tuna,"nya lmp, lmp, nfr, mod, n",1845-01-20,Q5786866,,"Herr Hammarskjöld, som yttrade:",https://betalab.kb.se/prot-1905--ak--32/prot_1905__ak__32-000.jp2/_view,Mattias
prot-1905--ak--20,i-YcBjDKduTniVk1eX92whog,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,Herr Lindhagen:,https://betalab.kb.se/prot-1905--ak--20/prot_1905__ak__20-026.jp2/_view,Mattias
prot-1906--fk--32,i-YMY53WtobssKEwmb2fhEPC,Gustaf Gilljam,Stockholm,prot,1832-07-22,Q5759618,,Herr Gilljam:,https://betalab.kb.se/prot-1906--fk--32/prot_1906__fk__32-051.jp2/_view,Mattias
prot-1906--fk--40,i-YNtHDhHxK63PjrjTDSvnM6,Cornelius Sjöcrona,"Mariestad, senare Stockholm",prot,1835-10-22,Q6178293,,Herr Sjöcrona:,https://betalab.kb.se/prot-1906--fk--40/prot_1906__fk__40-006.jp2/_view,Mattias
prot-1906--fk--51,i-YQXNPPZH4ksiAPKn1g5ccA,Axel Schotte,"Karlstad, senare Umeå",lib s,1860-09-13,Q6169057,Även statsråd och chef för civildepartementet,Herr statsrådet Schotte:,https://betalab.kb.se/prot-1906--fk--51/prot_1906__fk__51-012.jp2/_view,Mattias
prot-1906--ak--31,i-YWB7WVixKDnE1ksMWKFqVc,Carl Persson,Stallerhult,"lmp. nya lmp, gamla lmp, lmb",1844-10-22,Q6042697,,Herr Persson i Stallerhult:,https://betalab.kb.se/prot-1906--ak--31/prot_1906__ak__31-027.jp2/_view,Mattias
prot-1906--ak--48,i-YXbAVLbP2FiQ2Gciv1VEh1,Gustaf Wallenberg,Stockholm,"vilde, lib s",1863-01-06,Q6230552,,Herr Wallenberg:,https://betalab.kb.se/prot-1906--ak--48/prot_1906__ak__48-026.jp2/_view,Mattias
prot-1906--ak--59,i-YbBdGg2x7PefPaTq9Kax33,Emanuel Svallingson,Bönders gård,lmp,1852-02-24,Q6197271,,Herr Svallingson:,https://betalab.kb.se/prot-1906--ak--59/prot_1906__ak__59-009.jp2/_view,Mattias
prot-1907--fk--41,i-YbcKKoB5ddBFejb4rpRMqE,Hugo Blomberg,Uppsala,prot,1850-02-09,Q5579475,,Herr Blomberg:,https://betalab.kb.se/prot-1907--fk--41/prot_1907__fk__41-020.jp2/_view,Mattias
prot-1907--fk--37,i-YbcUJDEN5T3ZJcfCS3R8UQ,Oscar Bremberg,"Morön, senare Stockholm","Minioritetsp, mod",1846-01-29,Q5585998,,Herr Bremberg:,https://betalab.kb.se/prot-1907--fk--37/prot_1907__fk__37-026.jp2/_view,Mattias
prot-1907--fk--52,i-YcTBjcLVUkzvpCXxwC9z62,Adolf von Möller,Skottorp,Första kammarens protektionistiska parti,1855-01-31,Q6000837,,Herr von Möller:,https://betalab.kb.se/prot-1907--fk--52/prot_1907__fk__52-011.jp2/_view,Mattias
prot-1907--ak--58,i-YYyzxHm8GgbB14N7jTzCdi,Joseph Hermelin,Ulvåsa,"nfr, lmb",1857-04-22,Q5802617,,Friherre Hermelin:,https://betalab.kb.se/prot-1907--ak--58/prot_1907__ak__58-005.jp2/_view,Mattias
prot-1907--ak--13,i-YaDRxQvoUJHGWJycXaWEdt,Magnus Höjer,Stockholm,"AK:s center, folkp, lib s",1840-03-01,Q5821117,,Herr Höjer:,https://betalab.kb.se/prot-1907--ak--13/prot_1907__ak__13-013.jp2/_view,Mattias
prot-1907--ak--69,i-YbDtHHjorxjJk4GJ7tHWj7,Johan Widen,Härnösand,s,1824-11-15,Q6240063,Ingen partitillhörighet funnen i Svenskt poträttarkiv,Herr Widén:,https://betalab.kb.se/prot-1907--ak--69/prot_1907__ak__69-080.jp2/_view,Mattias
prot-1908--fk--42,i-YTb4CVqutMUwiJco4jCi76,Albert Petersson,Lidingö villastad,lmb,1851-04-07,Q6045216,"Statsråd, i Riksdagen 1912-17","Herr statsrådet Petersson, Albert:",https://betalab.kb.se/prot-1908--fk--42/prot_1908__fk__42-015.jp2/_view,Mattias
prot-1908--fk--15,i-YUfbq8iYJg7g66L67vHdcN,Ludvig Douglas,Linköping,"prot, fh",1849-11-26,Q5624121,,Grefve Douglas:,https://betalab.kb.se/prot-1908--fk--15/prot_1908__fk__15-016.jp2/_view,Mattias
prot-1908--fk--26,i-YXZvhrUvr6gQjgUAYDnyru,Theodor Odelberg,Enskede,"prot, första kammarens nationalistiska parti",1847-12-21,Q6022267,,"Herr Odelberg, Theodor:",https://betalab.kb.se/prot-1908--fk--26/prot_1908__fk__26-023.jp2/_view,Mattias
prot-1908--ak--22,i-YaqRLBg6GeoSVbpC6GDkZt,Johan Widen,Härnösand,s,1824-11-15,Q6240063,Ingen partitillhörighet funnen i Svenskt poträttarkiv,Herr Widén:,https://betalab.kb.se/prot-1908--ak--22/prot_1908__ak__22-059.jp2/_view,Mattias
prot-1908--ak--16,i-YbXVXSGt5ikaituVu1Ce1c,Karl Staaff,Stockholm,"folkp, lib s, ",1860-01-21,Q53292,Även statsminister och vice talman,Herr Staaff:,https://betalab.kb.se/prot-1908--ak--16/prot_1908__ak__16-008.jp2/_view,Mattias
prot-1908--ak--38,i-YcK22JC2R3jVj7aewkDdoM,Adolf Christiernson,Helsingborg,"s, vilde",1875-10-05,Q5608541,,Herr Christiernson:,https://betalab.kb.se/prot-1908--ak--38/prot_1908__ak__38-004.jp2/_view,Mattias
prot-1909--fk--35,i-YTHoKkz5eMLpXFmqdTx8Dk,Hugo Hammarskjöld,Tuna,"nya lmp, lmp, nfr, mod, n",1845-01-20,Q5786866,,Herr statsrådet Hammarskjöld:,https://betalab.kb.se/prot-1909--fk--35/prot_1909__fk__35-052.jp2/_view,Mattias
prot-1909--fk--38,i-YVnn6CMJ5QfPffCxf4tMsp,Tord Magnuson,Sandviken,mod,1851-11-25,Q5971868,,Herr Magnuson:,https://betalab.kb.se/prot-1909--fk--38/prot_1909__fk__38-027.jp2/_view,Mattias
prot-1909--fk--18,i-YcQXB1iTmfXVXrdzJm5RWY,Ivar Afzelius,Stockholm,"FK:s minoritetsp, mod, n",1848-10-15,Q2940262,,Herr Afzelius:,https://betalab.kb.se/prot-1909--fk--18/prot_1909__fk__18-023.jp2/_view,Mattias
prot-1909--ak--35,i-YZDi2mFv7FRUPpg4bWqsfs,Theodor Zetterstrand,Norrköping,"Friensenska diskussionklubben, lib s, vänstervilde, fris v, fris f, mod vilde",1852-12-20,Q6252260,,Herr Zetterstrand:,https://betalab.kb.se/prot-1909--ak--35/prot_1909__ak__35-008.jp2/_view,Mattias
prot-1909--ak--28,i-Ya6cRrvCsShQ8bhuiSQ2RK,Nils Edén,"Uppsala, senare Stockholm","lib s, lib",1871-08-25,Q53310,Även statsminister,Herr Edén:,https://betalab.kb.se/prot-1909--ak--28/prot_1909__ak__28-022.jp2/_view,Mattias
prot-1909--ak--47,i-Ya8dCMWfMUmFJmq48a4zWF,Hugo Hamilton,"Stockholm, senare Gävle, Stockholm igen","Firensenska diskussionsklubben, lib s, n, moderat vilde, vilde",1849-08-21,Q5786143,"Fel OCR-tolkat, namn och marginaltext ihopblandat.",Chefen för civildepartementet herr statsrådet grefve Ha mil- Angående anton:,https://betalab.kb.se/prot-1909--ak--47/prot_1909__ak__47-020.jp2/_view,Mattias
prot-1910--fk--30,i-YWQ9MMaPgWGX2Xbp5NaAs8,August Bellinder,"Göteborg, senare Slutarp och Sveneby","prot, fh, n",1867_,Q5569486,,Herr Bellinder:,https://betalab.kb.se/prot-1910--fk--30/prot_1910__fk__30-067.jp2/_view,Mattias
prot-1910--fk--30,i-Yc5QjiWftrNAUHb1yR1w13,August Bellinder,"Göteborg, senare Slutarp och Sveneby","prot, fh, n",1845-09-10,Q5569486,,Herr Bellinder:,https://betalab.kb.se/prot-1910--fk--30/prot_1910__fk__30-055.jp2/_view,Mattias
prot-1910--fk--9,i-YcHaTsNWZwpBuihi7Kb5ag,August Wijkander,Göteborg,"AK:s center, frihandelsvänliga centern, mod",1849-03-14,Q6241003,,Herr Wijkander:,https://betalab.kb.se/prot-1910--fk--9/prot_1910__fk__9-012.jp2/_view,Mattias
prot-1910--ak--53,i-U8S6d9dCQi4PRUE1z8tEg9,Raoul Hamilton,Ovesholm,"prot, vänstervilde, lib s, fris",1855-10-17,Q4887122,,Grefve R. Hamilton:,https://betalab.kb.se/prot-1910--ak--53/prot_1910__ak__53-055.jp2/_view,Mattias
prot-1910--ak--44,i-U8zSLo8BnJTVfAdYPSwLkg,Wilhelm Lundgren,Göteborg,nfr,1856-05-24,Q5966794,,Herr Lundgren i Göteborg:,https://betalab.kb.se/prot-1910--ak--44/prot_1910__ak__44-051.jp2/_view,Mattias
prot-1910--ak--3,i-U9PYPUrT3wTY9vPYUZhpPi,Erik Räf ,Attarp,"vilde, lmb, ",1858-08-27,Q6086241,,Herr Räf:,https://betalab.kb.se/prot-1910--ak--3/prot_1910__ak__3-079.jp2/_view,Mattias
prot-1911--fk--17,i-YWX3jHL9N159AB7T7UXL8W,Jacob Spens,"Jönköping, senare Stockholm","fh, n",1861-10-09,Q6185494,,Grefve Spens:,https://betalab.kb.se/prot-1911--fk--17/prot_1911__fk__17-058.jp2/_view,Mattias
prot-1911--fk--30,i-YWZ8oSJmhT4XgxezbJvPxM,Henrik Cavalli,Malmö,"prot, fh, n",1852-05-31,Q5605172,,Herr Cavalli:,https://betalab.kb.se/prot-1911--fk--30/prot_1911__fk__30-012.jp2/_view,Mattias
prot-1911--fk--30,i-YaZo9krasV61rpz2hRWNBg,Alfred Petersson,Påboda,"lmp, nfr, lib s",1860-06-25,Q4723287,Partitillhörighet inte komplett i Wikidata,"Herr Petersson, Alfred:",https://betalab.kb.se/prot-1911--fk--30/prot_1911__fk__30-052.jp2/_view,Mattias
prot-1911--ak--45,i-YUigzoJqhJvBMjhXRWPga1,Theodor af Callerholm,Hedemora,lib s,1852-07-11,Q5601098,,"Herr vice talmannen af Callerholm, som anförde:",https://betalab.kb.se/prot-1911--ak--45/prot_1911__ak__45-006.jp2/_view,Mattias
prot-1911--ak--40,i-YUsy6y7g8YGYKxp8v2haha,Daniel Perrson,Tällberg,"gamla lmp, lmp, vilde, lib s",1850-03-10,Q6042759,,Herr Persson i Tällberg:,https://betalab.kb.se/prot-1911--ak--40/prot_1911__ak__40-045.jp2/_view,Mattias
prot-1911--ak--5,i-YVkX8FPuTTcUkpUwzNbesE,Erik Anderson,Hägelåkra,"lmp. lmb, n, h",1870-08-11,Q5553493,Partitillhörighet inte komplett i Wikidata,"Herr Andersson 1 Hägelåkra, som anförde:",https://betalab.kb.se/prot-1911--ak--5/prot_1911__ak__5-008.jp2/_view,Mattias
prot-1912--fk--28,i-YUjRRzvvXLcN1jzyLzc2fB,Emil Gezelius,Falun,"prot, fh, n",1864-06-09,Q5757573,,Herr Gezelius:,https://betalab.kb.se/prot-1912--fk--28/prot_1912__fk__28-070.jp2/_view,Mattias
prot-1912--fk--42,i-Yb1HqXvaUfh3tPModf4Lxu,Carl Gustaf Ekman,"Eskilstuna, senare Stockholm","lib s, fris",1872-10-06,Q53642,Även statsminister,"Herr Ekman, Carl Gustaf:",https://betalab.kb.se/prot-1912--fk--42/prot_1912__fk__42-013.jp2/_view,Mattias
prot-1912--fk--4,i-YbQ76Bhg5PjEpx9bcNtEpN,Helge Bäckström,Djursholm,s,1865-10-06,Q5591686,Har flera födelseorter inlagda  till höger i Svenskt porträttarkiv,Herr Bäckström:,https://betalab.kb.se/prot-1912--fk--4/prot_1912__fk__4-016.jp2/_view,Mattias
prot-1912--ak--15,i-YYCvjRSn8LmEvysQWvDxTq,Värner Rydén,"Malmö, senare i Limhamn, senare Islinge",s,1878-09-16,Q6085444,,Herr Rydén:,https://betalab.kb.se/prot-1912--ak--15/prot_1912__ak__15-075.jp2/_view,Mattias
prot-1912--ak--39,i-YYKucsEWq2hub4vD36tq6k,Hjalmar Branting,Stockholm,"vilde, s",1860-11-23,Q53620,Även statsminister,Herr Branting:,https://betalab.kb.se/prot-1912--ak--39/prot_1912__ak__39-003.jp2/_view,Mattias
prot-1912--ak--15,i-YYT1qRzwSgGnPt7pBGjdyr,Knut Tengdahl,"Stockholm, senare Äppelviken",s,1867-01-09,Q6205893,,"Herr Tengdahl, som yttrade:",https://betalab.kb.se/prot-1912--ak--15/prot_1912__ak__15-017.jp2/_view,Mattias
prot-1913--fk--26,i-YaYhv3p1eY6kE6tXtnjjdH,Axel Schotte,"Karlstad, senare Umeå",lib s,1860-09-13,Q6169057,Även statsråd och chef för civildepartementet. OCR feltolkat marginaltext sammanblandat med namn.,"Ang. vaccina- Herr statsrådet Schotte, som förklarat sig ämna vid detta tionsfrågans sammanträde besvara den av herr Skarstedt den 11 innevarande utredning. månad framställda interpellationen angående vaccinationsfrågans",https://betalab.kb.se/prot-1913--fk--26/prot_1913__fk__26-001.jp2/_view,Mattias
prot-1913--fk--13,i-YbLvBWPYuUZGdHS65fzN8t,Karl Karlsson,Göteborg,"folkp, lib s",1856-04-05Q5901677,Q5901677,,Herr Karlsson:,https://betalab.kb.se/prot-1913--fk--13/prot_1913__fk__13-068.jp2/_view,Mattias
prot-1913--fk--37,i-Yc4o6heLAVyCdtsLtwbNn1,Samuel Clason,"Lund, senare Stockholm","prot. fh, n",1867-06-23,Q5609612,,Herr Clason:,https://betalab.kb.se/prot-1913--fk--37/prot_1913__fk__37-053.jp2/_view,Mattias
prot-1913--ak--52,i-Vdpziqj93CiBxfBGnV9AoU,Albert Petersson,Lidingö villastad,lmb,1851-04-07,Q6045216,"Statsråd, i Riksdagen 1912-17",Herr Petersson i Lidingö villastad:,https://betalab.kb.se/prot-1913--ak--52/prot_1913__ak__52-062.jp2/_view,Mattias
prot-1913--ak--43,i-Ve7kPSpAB2H6NbbKvuKN9W,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,Herr Lindhagen:,https://betalab.kb.se/prot-1913--ak--43/prot_1913__ak__43-047.jp2/_view,Mattias
prot-1913--ak--27,i-VgPPEsvuuAmFp27ePnj5H4,Carl Carlsson Bonde,"Gimmersta, Ericsberg","gamla lmp, lmp, Bondeska diskussionsklubben, lib s",1850-06-11,Q5581542,,Härefter yttrade herr talmannen:,https://betalab.kb.se/prot-1913--ak--27/prot_1913__ak__27-017.jp2/_view,Mattias
prot-1914-b-fk--34,i-YadafDu2R871Kt52XrF4Wv,Aaby Ericsson,Gåvetorp,"prot, fh, n",1859-04-29,Q5714995,,"Herr Ericsson, Aaby:",https://betalab.kb.se/prot-1914-b-fk--34/prot_1914_b_fk__34-022.jp2/_view,Mattias
prot-1914-b-fk--36,i-Yb1TC5pmuXztE9eVeNYZtp,Mauritz Hellberg,Karlstad,"lib s, lib",1859-10-14,Q5798883,,Herr Hellberg:,https://betalab.kb.se/prot-1914-b-fk--36/prot_1914_b_fk__36-006.jp2/_view,Mattias
prot-1914-a-fk--28,i-Ybe8UeAvqQoXDEKdH2WWem,Jan Erik Berglund,Enskede,s,1864-04-11,Q5572406,,"Herr Berglund, Jan Erik:",https://betalab.kb.se/prot-1914-a-fk--28/prot_1914_a_fk__28-017.jp2/_view,Mattias
prot-1914-b-ak--48,i-YaXKB3FNoGo6TK8pgiJ8LU,Helge Bäckström,Djursholm,s,1865-10-06,Q5591686,,Herr Bäckström:,https://betalab.kb.se/prot-1914-b-ak--48/prot_1914_b_ak__48-034.jp2/_view,Mattias
prot-1914-b-ak--54,i-YapqTFZ7EPzP5CKqu8A1Ww,Daniel Perrson,Tällberg,"gamla lmp, lmp, vilde, lib s",1850-03-10,Q6042759,,Herr vice talmannen D. Persson:,https://betalab.kb.se/prot-1914-b-ak--54/prot_1914_b_ak__54-057.jp2/_view,Mattias
prot-1914-b-ak--62,i-YbZkFDSBk7sXN6hgnrc8sE,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,"Herr Lindhagen, som yttrade:",https://betalab.kb.se/prot-1914-b-ak--62/prot_1914_b_ak__62-050.jp2/_view,Mattias
prot-1915--fk--36,i-YXQ7kngPmTzKK3hjuWBQDY,Fredrik Holmquist,Falun,lib s,1857-09-29,Q5811763,Ingen länk till Svenskt portträttarkiv i Wikidata. Även statsråd och chef för civildepartementet,Herr Holmquist:,https://betalab.kb.se/prot-1915--fk--36/prot_1915__fk__36-035.jp2/_view,Mattias
prot-1915--fk--74,i-Yap49pqxLQAPv6hRRcMqAC,Oskar Eklund,Stockholm,"folkp, lib s, vänstervilde",1861-07-08,Q5630101,,"Herr Eklund, Oskar:",https://betalab.kb.se/prot-1915--fk--74/prot_1915__fk__74-009.jp2/_view,Mattias
prot-1915--fk--16,i-YapGdLDLfs3s2MjGoUdrbg,Anders Antonsson,Malmö,"lib s, mod, n",1856-01-01,Q5557933,,Herr Antonsson:,https://betalab.kb.se/prot-1915--fk--16/prot_1915__fk__16-004.jp2/_view,Mattias
prot-1915--ak--88,i-YZvF3fit4okjuMjo7YjUx8,Joachim Åkerman,"Stockholm, senare Västerås",lmb,1868-10-31,Q6255378,,Herr Åkerman:,https://betalab.kb.se/prot-1915--ak--88/prot_1915__ak__88-049.jp2/_view,Mattias
prot-1915--ak--71,i-YaWtW6QLQj1VV5Yi5zFLLu,Axel Schotte,"Karlstad, senare Umeå",lib s,1860-09-13,Q6169057,Även statsråd och chef för civildepartementet,Herr Schotte:,https://betalab.kb.se/prot-1915--ak--71/prot_1915__ak__71-036.jp2/_view,Mattias
prot-1915--ak--6,i-Yb1St61An3dnwEBpxyiBnQ,Zeth Höglund ,"Stockholm, Äppelviken","s, s vgr",1884-04-29,Q196860,,Herr H ö glun d:,https://betalab.kb.se/prot-1915--ak--6/prot_1915__ak__6-057.jp2/_view,Mattias
